,GO_id,GO_name,GO_kind
45740,GO:1990798,pancreas regeneration,biological_process
45741,GO:1990799,mitochondrial tRNA wobble position uridine thiolation,biological_process
45742,GO:1990800,obsolete meiotic APC-fizzy-related complex,cellular_component
45743,GO:1990801,obsolete protein phosphorylation involved in mitotic spindle assembly,biological_process
45744,GO:1990802,obsolete protein phosphorylation involved in DNA double-strand break processing,biological_process
45745,GO:1990803,obsolete protein phosphorylation involved in protein localization to spindle microtubule,biological_process
45746,GO:1990804,obsolete protein phosphorylation involved in double-strand break repair via nonhomologous end joining,biological_process
45747,GO:1990805,central cylinder,cellular_component
45748,GO:1990806,ligand-gated ion channel signaling pathway,biological_process
45749,GO:1990807,obsolete protein N-acetyltransferase activity,molecular_function
45750,GO:1990808,F-bar domain binding,molecular_function
45751,GO:1990809,endoplasmic reticulum tubular network membrane organization,biological_process
45752,GO:1990810,microtubule anchoring at mitotic spindle pole body,biological_process
45753,GO:1990811,MWP complex,cellular_component
45754,GO:1990812,growth cone filopodium,cellular_component
45755,GO:1990813,meiotic centromeric cohesion protection,biological_process
45756,GO:1990814,DNA/DNA annealing activity,molecular_function
45757,GO:1990815,obsolete regulation of protein localization to cell division site after cytokinesis,biological_process
45758,GO:1990816,vacuole-mitochondrion membrane contact site,cellular_component
45759,GO:1990817,RNA adenylyltransferase activity,molecular_function
45760,GO:1990818,L-arginine transmembrane export from vacuole,biological_process
45761,GO:1990819,actin fusion focus,cellular_component
45762,GO:1990820,response to mitotic DNA integrity checkpoint signaling,biological_process
45763,GO:1990822,basic amino acid transmembrane transport,biological_process
45764,GO:1990823,response to leukemia inhibitory factor,biological_process
45765,GO:1990824,obsolete magnesium-dependent protein complex,cellular_component
45766,GO:1990825,sequence-specific mRNA binding,molecular_function
45767,GO:1990826,nucleoplasmic periphery of the nuclear pore complex,cellular_component
45768,GO:1990827,deaminase binding,molecular_function
45769,GO:1990828,hepatocyte dedifferentiation,biological_process
45770,GO:1990829,C-rich single-stranded DNA binding,molecular_function
45771,GO:1990830,cellular response to leukemia inhibitory factor,biological_process
45772,GO:1990831,cellular response to carcinoembryonic antigen,biological_process
45773,GO:1990832,slow axonal transport,biological_process
45774,GO:1990833,clathrin-uncoating ATPase activity,molecular_function
45775,GO:1990834,response to odorant,biological_process
45776,GO:1990835,obsolete insulin-like growth factor production,biological_process
45777,GO:1990836,lysosomal matrix,cellular_component
45778,GO:1990837,sequence-specific double-stranded DNA binding,molecular_function
45779,GO:1990838,"poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends",molecular_function
45780,GO:1990839,response to endothelin,biological_process
45781,GO:1990840,response to lectin,biological_process
45782,GO:1990841,promoter-specific chromatin binding,molecular_function
45783,GO:1990842,obsolete response to prenatal stress,biological_process
45784,GO:1990843,subsarcolemmal mitochondrion,cellular_component
45785,GO:1990844,interfibrillar mitochondrion,cellular_component
45786,GO:1990845,adaptive thermogenesis,biological_process
45787,GO:1990846,ribonucleoside-diphosphate reductase inhibitor activity,molecular_function
45788,GO:1990847,obsolete peptide pheromone transmembrane export involved in positive regulation of conjugation with cellular fusion,biological_process
45789,GO:1990848,obsolete Positive regulation of removal of reactive oxygen species,biological_process
45790,GO:1990849,maintenance of vacuolar location,biological_process
45791,GO:1990850,H-gal-GP complex,cellular_component
45792,GO:1990851,Wnt-Frizzled-LRP5/6 complex,cellular_component
45793,GO:1990852,protein transport along microtubule to spindle pole body,biological_process
45794,GO:1990853,histone H2A SQE motif phosphorylation,biological_process
45795,GO:1990854,vacuole-ER tethering,biological_process
45796,GO:1990855,obsolete myo-inositol import across plasma membrane,biological_process
45797,GO:1990856,methionyl-initiator methionine tRNA binding,molecular_function
45798,GO:1990857,obsolete APC-Fzr1/Mfr1 complex,cellular_component
45799,GO:1990858,cellular response to lectin,biological_process
45800,GO:1990859,cellular response to endothelin,biological_process
45801,GO:1990860,Pho85-Pho80 CDK-cyclin complex,cellular_component
45802,GO:1990861,Ubp3-Bre5 deubiquitination complex,cellular_component
45803,GO:1990862,nuclear membrane complex Bqt3-Bqt4,cellular_component
45804,GO:1990863,acinar cell proliferation,biological_process
45805,GO:1990864,response to growth hormone-releasing hormone,biological_process
45806,GO:1990865,obsolete response to intermittent hypoxia,biological_process
45807,GO:1990866,obsolete response to sustained hypoxia,biological_process
45808,GO:1990867,response to gastrin,biological_process
45809,GO:1990868,response to chemokine,biological_process
45810,GO:1990869,cellular response to chemokine,biological_process
45811,GO:1990870,obsolete protein fibril,cellular_component
45812,GO:1990871,Vma12-Vma22 assembly complex,cellular_component
45813,GO:1990872,obsolete negative regulation of sterol import by negative regulation of transcription from RNA polymerase II promoter,biological_process
45814,GO:1990873,intrinsic component of plasma membrane of cell tip,cellular_component
45815,GO:1990874,vascular associated smooth muscle cell proliferation,biological_process
45816,GO:1990875,nucleoplasmic side of nuclear pore,cellular_component
45817,GO:1990876,cytoplasmic side of nuclear pore,cellular_component
45818,GO:1990877,Lst4-Lst7 complex,cellular_component
45819,GO:1990878,cellular response to gastrin,biological_process
45820,GO:1990879,CST complex,cellular_component
45821,GO:1990880,cellular detoxification of copper ion,biological_process
45822,GO:1990881,obsolete negative regulation of transcription from RNA polymerase II promoter in response to DNA damage,biological_process
45823,GO:1990882,rRNA acetylation,biological_process
45824,GO:1990883,rRNA cytidine N-acetyltransferase activity,molecular_function
45825,GO:1990884,RNA acetylation,biological_process
45826,GO:1990885,obsolete protein serine/threonine kinase binding,molecular_function
45827,GO:1990887,"2-polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol O-methyltransferase activity",molecular_function
45828,GO:1990888,2-polyprenyl-6-hydroxyphenol O-methyltransferase activity,molecular_function
45829,GO:1990889,H4K20me3 modified histone binding,molecular_function
45830,GO:1990890,netrin receptor binding,molecular_function
45831,GO:1990891,mitotic sister chromatid arm separation,biological_process
45832,GO:1990892,mitotic chromosome arm condensation,biological_process
45833,GO:1990893,mitotic chromosome centromere condensation,biological_process
45834,GO:1990894,obsolete positive regulation of induction of conjugation with cellular fusion by regulation of transcription from RNA polymerase II promoter,biological_process
45835,GO:1990895,regulation of protein localization to cell cortex of cell tip,biological_process
45836,GO:1990896,protein localization to cell cortex of cell tip,biological_process
45837,GO:1990897,obsolete CTDK-1 complex,cellular_component
45838,GO:1990898,meiotic DNA double-strand break clipping,biological_process
45839,GO:1990899,meiotic DNA double-strand break resectioning,biological_process
45840,GO:1990900,ciliary pocket collar,cellular_component
45841,GO:1990901,old cell pole,cellular_component
45842,GO:1990902,new cell pole,cellular_component
45843,GO:1990904,ribonucleoprotein complex,cellular_component
45844,GO:1990905,dinoflagellate peduncle,cellular_component
45845,GO:1990906,accessory outer segment,cellular_component
45846,GO:1990907,beta-catenin-TCF complex,cellular_component
45847,GO:1990908,obsolete Lys63-specific zinc metallopeptidase deubiquitinase activity,molecular_function
45848,GO:1990909,Wnt signalosome,cellular_component
45849,GO:1990910,response to hypobaric hypoxia,biological_process
45850,GO:1990911,response to psychosocial stress,biological_process
45851,GO:1990912,obsolete response to microwave radiation,biological_process
45852,GO:1990913,sperm head plasma membrane,cellular_component
45853,GO:1990914,integral component of periplasmic side of plasma membrane,cellular_component
45854,GO:1990915,structural constituent of ascospore wall,molecular_function
45855,GO:1990916,Isp3 layer of spore wall,cellular_component
45856,GO:1990917,ooplasm,cellular_component
45857,GO:1990918,double-strand break repair involved in meiotic recombination,biological_process
45858,GO:1990919,proteasome-nuclear membrane anchor activity,molecular_function
45859,GO:1990920,proteasome localization to nuclear periphery,biological_process
45860,GO:1990921,obsolete proteasome localization to nuclear periphery,biological_process
45861,GO:1990922,hepatic stellate cell proliferation,biological_process
45862,GO:1990923,PET complex,cellular_component
45863,GO:1990924,obsolete amphisome membrane,cellular_component
45864,GO:1990926,short-term synaptic potentiation,biological_process
45865,GO:1990927,calcium ion regulated lysosome exocytosis,biological_process
45866,GO:1990928,response to amino acid starvation,biological_process
45867,GO:1990929,sulfoquinovosidase activity,molecular_function
45868,GO:1990930,RNA N1-methyladenosine dioxygenase activity,molecular_function
45869,GO:1990931,RNA N6-methyladenosine dioxygenase activity,molecular_function
45870,GO:1990932,5.8S rRNA binding,molecular_function
45871,GO:1990933,microtubule cytoskeleton attachment to nuclear envelope,biological_process
45872,GO:1990934,nucleolus-like body,cellular_component
45873,GO:1990935,splicing factor binding,molecular_function
45874,GO:1990936,vascular associated smooth muscle cell dedifferentiation,biological_process
45875,GO:1990937,xylan acetylation,biological_process
45876,GO:1990938,peptidyl-aspartic acid autophosphorylation,biological_process
45877,GO:1990939,ATP-dependent microtubule motor activity,molecular_function
45878,GO:1990940,obsolete microtubule sliding involved in mitotic spindle elongation,biological_process
45879,GO:1990941,mitotic spindle kinetochore microtubule,cellular_component
45880,GO:1990942,mitotic metaphase chromosome recapture,biological_process
45881,GO:1990943,mating type region replication fork barrier binding,molecular_function
45882,GO:1990946,meiosis I/meiosis II transition,biological_process
45883,GO:1990947,exit from meiosis,biological_process
45884,GO:1990948,ubiquitin ligase inhibitor activity,molecular_function
45885,GO:1990949,metaphase/anaphase transition of meiosis I,biological_process
45886,GO:1990950,metaphase/anaphase transition of meiosis II,biological_process
45887,GO:1990951,obsolete manchette assembly,biological_process
45888,GO:1990952,obsolete manchette disassembly,biological_process
45889,GO:1990953,intramanchette transport,biological_process
45890,GO:1990955,G-rich single-stranded DNA binding,molecular_function
45891,GO:1990956,fibroblast chemotaxis,biological_process
45892,GO:1990957,NPHP complex,cellular_component
45893,GO:1990958,obsolete response to thyrotropin-releasing hormone,biological_process
45894,GO:1990959,eosinophil homeostasis,biological_process
45895,GO:1990960,basophil homeostasis,biological_process
45896,GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane,biological_process
45897,GO:1990962,xenobiotic transport across blood-brain barrier,biological_process
45898,GO:1990963,establishment of blood-retinal barrier,biological_process
45899,GO:1990964,actin cytoskeleton-regulatory complex,cellular_component
45900,GO:1990965,cytosylglucuronate decarboxylase activity,molecular_function
45901,GO:1990966,ATP generation from poly-ADP-D-ribose,biological_process
45902,GO:1990967,obsolete multi-organism toxin transport,biological_process
45903,GO:1990968,modulation by host of RNA binding by virus,biological_process
45904,GO:1990969,modulation by host of viral RNA-binding transcription factor activity,biological_process
45905,GO:1990970,trans-activation response element binding,molecular_function
45906,GO:1990971,EMILIN complex,cellular_component
45907,GO:1990972,multimerin complex,cellular_component
45908,GO:1990973,transmembrane actin-associated (TAN) line,cellular_component
45909,GO:1990974,actin-dependent nuclear migration,biological_process
45910,GO:1990976,protein transport along microtubule to mitotic spindle pole body,biological_process
45911,GO:1990977,obsolete negative regulation of mitotic DNA replication initiation from late origin,biological_process
45912,GO:1990978,obsolete response to viscosity,biological_process
45913,GO:1990979,obsolete copper ion transport across blood-brain barrier,biological_process
45914,GO:1990980,obsolete copper ion transport across blood-CSF barrier,biological_process
45915,GO:1990981,obsolete regulation of protein localization to cell division site involved in cell separation after cytokinesis,biological_process
45916,GO:1990982,obsolete Immune memory response,biological_process
45917,GO:1990983,tRNA demethylation,biological_process
45918,GO:1990984,tRNA demethylase activity,molecular_function
45919,GO:1990985,obsolete apoptosis in response to oxidative stress,biological_process
45920,GO:1990986,DNA recombinase disassembly,biological_process
45921,GO:2000001,regulation of DNA damage checkpoint,biological_process
45922,GO:2000002,negative regulation of DNA damage checkpoint,biological_process
45923,GO:2000003,positive regulation of DNA damage checkpoint,biological_process
45924,GO:2000004,regulation of metanephric S-shaped body morphogenesis,biological_process
45925,GO:2000005,negative regulation of metanephric S-shaped body morphogenesis,biological_process
45926,GO:2000006,regulation of metanephric comma-shaped body morphogenesis,biological_process
45927,GO:2000007,negative regulation of metanephric comma-shaped body morphogenesis,biological_process
45928,GO:2000008,regulation of protein localization to cell surface,biological_process
45929,GO:2000009,negative regulation of protein localization to cell surface,biological_process
45930,GO:2000010,positive regulation of protein localization to cell surface,biological_process
45931,GO:2000011,regulation of adaxial/abaxial pattern formation,biological_process
45932,GO:2000012,regulation of auxin polar transport,biological_process
45933,GO:2000013,regulation of arginine biosynthetic process via ornithine,biological_process
45934,GO:2000014,regulation of endosperm development,biological_process
45935,GO:2000015,regulation of determination of dorsal identity,biological_process
45936,GO:2000016,negative regulation of determination of dorsal identity,biological_process
45937,GO:2000017,positive regulation of determination of dorsal identity,biological_process
45938,GO:2000018,regulation of male gonad development,biological_process
45939,GO:2000019,negative regulation of male gonad development,biological_process
45940,GO:2000020,positive regulation of male gonad development,biological_process
45941,GO:2000022,regulation of jasmonic acid mediated signaling pathway,biological_process
45942,GO:2000023,regulation of lateral root development,biological_process
45943,GO:2000024,regulation of leaf development,biological_process
45944,GO:2000025,regulation of leaf formation,biological_process
45945,GO:2000026,regulation of multicellular organismal development,biological_process
45946,GO:2000027,regulation of animal organ morphogenesis,biological_process
45947,GO:2000028,"regulation of photoperiodism, flowering",biological_process
45948,GO:2000029,regulation of proanthocyanidin biosynthetic process,biological_process
45949,GO:2000030,regulation of response to red or far red light,biological_process
45950,GO:2000031,regulation of salicylic acid mediated signaling pathway,biological_process
45951,GO:2000032,regulation of secondary shoot formation,biological_process
45952,GO:2000033,regulation of seed dormancy process,biological_process
45953,GO:2000034,regulation of seed maturation,biological_process
45954,GO:2000035,regulation of stem cell division,biological_process
45955,GO:2000036,regulation of stem cell population maintenance,biological_process
45956,GO:2000037,regulation of stomatal complex patterning,biological_process
45957,GO:2000038,regulation of stomatal complex development,biological_process
45958,GO:2000039,regulation of trichome morphogenesis,biological_process
45959,GO:2000040,regulation of planar cell polarity pathway involved in axis elongation,biological_process
45960,GO:2000041,negative regulation of planar cell polarity pathway involved in axis elongation,biological_process
45961,GO:2000042,negative regulation of double-strand break repair via homologous recombination,biological_process
45962,GO:2000043,regulation of cardiac cell fate specification,biological_process
45963,GO:2000044,negative regulation of cardiac cell fate specification,biological_process
45964,GO:2000045,regulation of G1/S transition of mitotic cell cycle,biological_process
45965,GO:2000046,obsolete regulation of G2 phase of mitotic cell cycle,biological_process
45966,GO:2000047,regulation of cell-cell adhesion mediated by cadherin,biological_process
45967,GO:2000048,negative regulation of cell-cell adhesion mediated by cadherin,biological_process
45968,GO:2000049,positive regulation of cell-cell adhesion mediated by cadherin,biological_process
45969,GO:2000050,regulation of non-canonical Wnt signaling pathway,biological_process
45970,GO:2000051,negative regulation of non-canonical Wnt signaling pathway,biological_process
45971,GO:2000052,positive regulation of non-canonical Wnt signaling pathway,biological_process
45972,GO:2000053,regulation of Wnt signaling pathway involved in dorsal/ventral axis specification,biological_process
45973,GO:2000054,negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification,biological_process
45974,GO:2000055,positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification,biological_process
45975,GO:2000056,regulation of Wnt signaling pathway involved in digestive tract morphogenesis,biological_process
45976,GO:2000057,negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis,biological_process
45977,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,biological_process
45978,GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,biological_process
45979,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,biological_process
45980,GO:2000061,regulation of ureter smooth muscle cell differentiation,biological_process
45981,GO:2000062,negative regulation of ureter smooth muscle cell differentiation,biological_process
45982,GO:2000063,positive regulation of ureter smooth muscle cell differentiation,biological_process
45983,GO:2000064,regulation of cortisol biosynthetic process,biological_process
45984,GO:2000065,negative regulation of cortisol biosynthetic process,biological_process
45985,GO:2000066,positive regulation of cortisol biosynthetic process,biological_process
45986,GO:2000067,regulation of root morphogenesis,biological_process
45987,GO:2000068,regulation of defense response to insect,biological_process
45988,GO:2000069,regulation of post-embryonic root development,biological_process
45989,GO:2000070,regulation of response to water deprivation,biological_process
45990,GO:2000071,regulation of defense response by callose deposition,biological_process
45991,GO:2000073,"regulation of cytokinesis, site selection",biological_process
45992,GO:2000074,regulation of type B pancreatic cell development,biological_process
45993,GO:2000075,"negative regulation of cytokinesis, site selection",biological_process
45994,GO:2000076,"positive regulation of cytokinesis, site selection",biological_process
45995,GO:2000077,negative regulation of type B pancreatic cell development,biological_process
45996,GO:2000078,positive regulation of type B pancreatic cell development,biological_process
45997,GO:2000079,regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation,biological_process
45998,GO:2000080,negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation,biological_process
45999,GO:2000081,positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation,biological_process
46000,GO:2000082,regulation of L-ascorbic acid biosynthetic process,biological_process
46001,GO:2000083,negative regulation of L-ascorbic acid biosynthetic process,biological_process
46002,GO:2000084,regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis,biological_process
46003,GO:2000085,negative regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis,biological_process
46004,GO:2000086,positive regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis,biological_process
46005,GO:2000087,regulation of mesonephric glomerulus development,biological_process
46006,GO:2000088,negative regulation of mesonephric glomerulus development,biological_process
46007,GO:2000089,positive regulation of mesonephric glomerulus development,biological_process
46008,GO:2000090,regulation of mesonephric glomerular mesangial cell proliferation,biological_process
46009,GO:2000091,negative regulation of mesonephric glomerular mesangial cell proliferation,biological_process
46010,GO:2000092,positive regulation of mesonephric glomerular mesangial cell proliferation,biological_process
46011,GO:2000093,regulation of mesonephric nephron tubule epithelial cell differentiation,biological_process
46012,GO:2000094,negative regulation of mesonephric nephron tubule epithelial cell differentiation,biological_process
46013,GO:2000095,"regulation of Wnt signaling pathway, planar cell polarity pathway",biological_process
46014,GO:2000096,"positive regulation of Wnt signaling pathway, planar cell polarity pathway",biological_process
46015,GO:2000097,regulation of smooth muscle cell-matrix adhesion,biological_process
46016,GO:2000098,negative regulation of smooth muscle cell-matrix adhesion,biological_process
46017,GO:2000099,regulation of establishment or maintenance of bipolar cell polarity,biological_process
46018,GO:2000100,regulation of establishment or maintenance of bipolar cell polarity regulating cell shape,biological_process
46019,GO:2000101,regulation of mammary stem cell proliferation,biological_process
46020,GO:2000102,negative regulation of mammary stem cell proliferation,biological_process
46021,GO:2000103,positive regulation of mammary stem cell proliferation,biological_process
46022,GO:2000104,negative regulation of DNA-dependent DNA replication,biological_process
46023,GO:2000105,positive regulation of DNA-dependent DNA replication,biological_process
46024,GO:2000106,regulation of leukocyte apoptotic process,biological_process
46025,GO:2000107,negative regulation of leukocyte apoptotic process,biological_process
46026,GO:2000108,positive regulation of leukocyte apoptotic process,biological_process
46027,GO:2000109,regulation of macrophage apoptotic process,biological_process
46028,GO:2000110,negative regulation of macrophage apoptotic process,biological_process
46029,GO:2000111,positive regulation of macrophage apoptotic process,biological_process
46030,GO:2000112,regulation of cellular macromolecule biosynthetic process,biological_process
46031,GO:2000113,negative regulation of cellular macromolecule biosynthetic process,biological_process
46032,GO:2000114,regulation of establishment of cell polarity,biological_process
46033,GO:2000115,regulation of maintenance of bipolar cell polarity regulating cell shape,biological_process
46034,GO:2000116,regulation of cysteine-type endopeptidase activity,biological_process
46035,GO:2000117,negative regulation of cysteine-type endopeptidase activity,biological_process
46036,GO:2000118,regulation of sodium-dependent phosphate transport,biological_process
46037,GO:2000119,negative regulation of sodium-dependent phosphate transport,biological_process
46038,GO:2000120,positive regulation of sodium-dependent phosphate transport,biological_process
46039,GO:2000121,regulation of removal of superoxide radicals,biological_process
46040,GO:2000122,negative regulation of stomatal complex development,biological_process
46041,GO:2000123,positive regulation of stomatal complex development,biological_process
46042,GO:2000124,regulation of endocannabinoid signaling pathway,biological_process
46043,GO:2000125,regulation of octopamine or tyramine signaling pathway,biological_process
46044,GO:2000126,negative regulation of octopamine or tyramine signaling pathway,biological_process
46045,GO:2000127,positive regulation of octopamine or tyramine signaling pathway,biological_process
46046,GO:2000128,regulation of octopamine signaling pathway,biological_process
46047,GO:2000129,negative regulation of octopamine signaling pathway,biological_process
46048,GO:2000130,positive regulation of octopamine signaling pathway,biological_process
46049,GO:2000131,regulation of tyramine signaling pathway,biological_process
46050,GO:2000132,negative regulation of tyramine signaling pathway,biological_process
46051,GO:2000133,positive regulation of tyramine signaling pathway,biological_process
46052,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,biological_process
46053,GO:2000135,obsolete positive regulation of regulation of secondary heart field cardioblast proliferation,biological_process
46054,GO:2000136,regulation of cell proliferation involved in heart morphogenesis,biological_process
46055,GO:2000137,negative regulation of cell proliferation involved in heart morphogenesis,biological_process
46056,GO:2000138,positive regulation of cell proliferation involved in heart morphogenesis,biological_process
46057,GO:2000139,regulation of octopamine signaling pathway involved in response to food,biological_process
46058,GO:2000140,negative regulation of octopamine signaling pathway involved in response to food,biological_process
46059,GO:2000141,positive regulation of octopamine signaling pathway involved in response to food,biological_process
46060,GO:2000142,"regulation of DNA-templated transcription, initiation",biological_process
46061,GO:2000143,"negative regulation of DNA-templated transcription, initiation",biological_process
46062,GO:2000144,"positive regulation of DNA-templated transcription, initiation",biological_process
46063,GO:2000145,regulation of cell motility,biological_process
46064,GO:2000146,negative regulation of cell motility,biological_process
46065,GO:2000147,positive regulation of cell motility,biological_process
46066,GO:2000148,regulation of planar cell polarity pathway involved in ventricular septum morphogenesis,biological_process
46067,GO:2000149,negative regulation of planar cell polarity pathway involved in ventricular septum morphogenesis,biological_process
46068,GO:2000150,regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis,biological_process
46069,GO:2000151,negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis,biological_process
46070,GO:2000152,regulation of ubiquitin-specific protease activity,biological_process
46071,GO:2000153,obsolete regulation of flagellar cell motility,biological_process
46072,GO:2000154,obsolete negative regulation of flagellar cell motility,biological_process
46073,GO:2000155,positive regulation of cilium-dependent cell motility,biological_process
46074,GO:2000156,"regulation of retrograde vesicle-mediated transport, Golgi to ER",biological_process
46075,GO:2000157,negative regulation of ubiquitin-specific protease activity,biological_process
46076,GO:2000158,positive regulation of ubiquitin-specific protease activity,biological_process
46077,GO:2000159,regulation of planar cell polarity pathway involved in heart morphogenesis,biological_process
46078,GO:2000160,negative regulation of planar cell polarity pathway involved in heart morphogenesis,biological_process
46079,GO:2000161,regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis,biological_process
46080,GO:2000162,negative regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis,biological_process
46081,GO:2000163,regulation of planar cell polarity pathway involved in outflow tract morphogenesis,biological_process
46082,GO:2000164,negative regulation of planar cell polarity pathway involved in outflow tract morphogenesis,biological_process
46083,GO:2000165,regulation of planar cell polarity pathway involved in pericardium morphogenesis,biological_process
46084,GO:2000166,negative regulation of planar cell polarity pathway involved in pericardium morphogenesis,biological_process
46085,GO:2000167,regulation of planar cell polarity pathway involved in neural tube closure,biological_process
46086,GO:2000168,negative regulation of planar cell polarity pathway involved in neural tube closure,biological_process
46087,GO:2000169,regulation of peptidyl-cysteine S-nitrosylation,biological_process
46088,GO:2000170,positive regulation of peptidyl-cysteine S-nitrosylation,biological_process
46089,GO:2000171,negative regulation of dendrite development,biological_process
46090,GO:2000172,regulation of branching morphogenesis of a nerve,biological_process
46091,GO:2000173,negative regulation of branching morphogenesis of a nerve,biological_process
46092,GO:2000174,regulation of pro-T cell differentiation,biological_process
46093,GO:2000175,negative regulation of pro-T cell differentiation,biological_process
46094,GO:2000176,positive regulation of pro-T cell differentiation,biological_process
46095,GO:2000177,regulation of neural precursor cell proliferation,biological_process
46096,GO:2000178,negative regulation of neural precursor cell proliferation,biological_process
46097,GO:2000179,positive regulation of neural precursor cell proliferation,biological_process
46098,GO:2000180,negative regulation of androgen biosynthetic process,biological_process
46099,GO:2000181,negative regulation of blood vessel morphogenesis,biological_process
46100,GO:2000182,regulation of progesterone biosynthetic process,biological_process
46101,GO:2000183,negative regulation of progesterone biosynthetic process,biological_process
46102,GO:2000184,positive regulation of progesterone biosynthetic process,biological_process
46103,GO:2000185,regulation of phosphate transmembrane transport,biological_process
46104,GO:2000186,negative regulation of phosphate transmembrane transport,biological_process
46105,GO:2000187,positive regulation of phosphate transmembrane transport,biological_process
46106,GO:2000190,obsolete negative regulation of regulation of transcription from RNA polymerase II promoter by nuclear hormone receptor,biological_process
46107,GO:2000191,regulation of fatty acid transport,biological_process
46108,GO:2000192,negative regulation of fatty acid transport,biological_process
46109,GO:2000193,positive regulation of fatty acid transport,biological_process
46110,GO:2000194,regulation of female gonad development,biological_process
46111,GO:2000195,negative regulation of female gonad development,biological_process
46112,GO:2000196,positive regulation of female gonad development,biological_process
46113,GO:2000197,regulation of ribonucleoprotein complex localization,biological_process
46114,GO:2000198,negative regulation of ribonucleoprotein complex localization,biological_process
46115,GO:2000199,positive regulation of ribonucleoprotein complex localization,biological_process
46116,GO:2000200,regulation of ribosomal subunit export from nucleus,biological_process
46117,GO:2000201,negative regulation of ribosomal subunit export from nucleus,biological_process
46118,GO:2000202,positive regulation of ribosomal subunit export from nucleus,biological_process
46119,GO:2000203,regulation of ribosomal large subunit export from nucleus,biological_process
46120,GO:2000204,negative regulation of ribosomal large subunit export from nucleus,biological_process
46121,GO:2000205,positive regulation of ribosomal large subunit export from nucleus,biological_process
46122,GO:2000206,regulation of ribosomal small subunit export from nucleus,biological_process
46123,GO:2000207,negative regulation of ribosomal small subunit export from nucleus,biological_process
46124,GO:2000208,positive regulation of ribosomal small subunit export from nucleus,biological_process
46125,GO:2000209,regulation of anoikis,biological_process
46126,GO:2000210,positive regulation of anoikis,biological_process
46127,GO:2000211,regulation of glutamate metabolic process,biological_process
46128,GO:2000212,negative regulation of glutamate metabolic process,biological_process
46129,GO:2000213,positive regulation of glutamate metabolic process,biological_process
46130,GO:2000214,regulation of proline metabolic process,biological_process
46131,GO:2000215,negative regulation of proline metabolic process,biological_process
46132,GO:2000216,positive regulation of proline metabolic process,biological_process
46133,GO:2000217,regulation of invasive growth in response to glucose limitation,biological_process
46134,GO:2000218,negative regulation of invasive growth in response to glucose limitation,biological_process
46135,GO:2000219,positive regulation of invasive growth in response to glucose limitation,biological_process
46136,GO:2000220,regulation of pseudohyphal growth,biological_process
46137,GO:2000221,negative regulation of pseudohyphal growth,biological_process
46138,GO:2000222,positive regulation of pseudohyphal growth,biological_process
46139,GO:2000223,regulation of BMP signaling pathway involved in heart jogging,biological_process
46140,GO:2000224,regulation of testosterone biosynthetic process,biological_process
46141,GO:2000225,negative regulation of testosterone biosynthetic process,biological_process
46142,GO:2000226,regulation of pancreatic A cell differentiation,biological_process
46143,GO:2000227,negative regulation of pancreatic A cell differentiation,biological_process
46144,GO:2000228,positive regulation of pancreatic A cell differentiation,biological_process
46145,GO:2000229,regulation of pancreatic stellate cell proliferation,biological_process
46146,GO:2000230,negative regulation of pancreatic stellate cell proliferation,biological_process
46147,GO:2000231,positive regulation of pancreatic stellate cell proliferation,biological_process
46148,GO:2000232,regulation of rRNA processing,biological_process
46149,GO:2000233,negative regulation of rRNA processing,biological_process
46150,GO:2000234,positive regulation of rRNA processing,biological_process
46151,GO:2000235,regulation of tRNA processing,biological_process
46152,GO:2000236,negative regulation of tRNA processing,biological_process
46153,GO:2000237,positive regulation of tRNA processing,biological_process
46154,GO:2000238,regulation of tRNA export from nucleus,biological_process
46155,GO:2000239,negative regulation of tRNA export from nucleus,biological_process
46156,GO:2000240,positive regulation of tRNA export from nucleus,biological_process
46157,GO:2000241,regulation of reproductive process,biological_process
46158,GO:2000242,negative regulation of reproductive process,biological_process
46159,GO:2000243,positive regulation of reproductive process,biological_process
46160,GO:2000244,regulation of FtsZ-dependent cytokinesis,biological_process
46161,GO:2000245,negative regulation of FtsZ-dependent cytokinesis,biological_process
46162,GO:2000246,positive regulation of FtsZ-dependent cytokinesis,biological_process
